what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393018911638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393018916854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393018919533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393018923873
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393018925833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393018930310
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393018932261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393018938983
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393018940394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393018945186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393018950087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393018959524
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393018961789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393018966973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019164008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019170453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019394476
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019396510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019402556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019404428
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019428008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019439525
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019619851
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019627009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019635835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019637862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019650228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019661541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019753623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019759524
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019760722
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019761512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019824721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019830701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019833175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019919981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393019922293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393019985944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019987845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393019989622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393019992856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393020002960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020020163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020032539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020033716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020034316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020036818
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393020038370
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393020043325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020093717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020098102
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1393020103410
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1393020103459
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1393020109033
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1393020109078
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1393020110604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020154008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020170818
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020188482
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020190215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020191737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020299329
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393020306026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020314394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020320900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1393020320926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020324409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020324627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020326685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020327130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020342364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020345260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020345358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020352478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020353054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020354464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020357801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020366086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020374357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020388464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020390424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020390892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020404464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020419075
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020419127
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.ClassFileEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1393020419637
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393020423134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020458085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020458393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020459763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020461211
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1393020478767
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1393020479830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020483220
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1393020483221
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393020486428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020493857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020494248
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020502373
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020502612
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1393020549102
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393020565105
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020565435
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020565653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1393020746336
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393020748824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393020760719
