what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006583534
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393006585259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006597442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006608983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006609446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006651767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006654411
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393006654451
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393006656301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006659327
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1393006660932
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1393006661038
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1393006661193
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1393006661228
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1393006661290
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1393006661436
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1393006661578
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1393006661598
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1393006662080
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1393006663281
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1393006663526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393006664250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393006664306
